             ec_s1 |       fc | 232.6263*cm 0*cm 723.8662*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad 204.3534*cm 0.000001*cm 209.3246*cm 0*rad  | 
lead_19_s3_view_1_stack_2 |    ec_s3 | 0*cm 0.1541*cm 0.8414*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 194.6102*cm 0.000001*cm 199.3457*cm 0*rad 194.6102*cm 0.000001*cm 199.3457*cm 0*rad  | 
U-scintillator_19_s3_view_1_stack_2 |    ec_s3 | 0*cm 0.1541*cm 1.4606*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 194.6102*cm 0.000001*cm 199.3457*cm 0*rad 194.6102*cm 0.000001*cm 199.3457*cm 0*rad  | 
U_strip_19_1_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -189.204399*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 0.0000005*cm 5.5374*cm 0*rad 5.4058*cm 0.0000005*cm 5.5374*cm 0*rad  | 
U_strip_19_2_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -178.392719*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 5.5374*cm 11.0748*cm 0*rad 5.4058*cm 5.5374*cm 11.0748*cm 0*rad  | 
U_strip_19_3_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -167.581039*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 11.0748*cm 16.6121*cm 0*rad 5.4058*cm 11.0748*cm 16.6121*cm 0*rad  | 
U_strip_19_4_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -156.769359*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 16.6121*cm 22.1495*cm 0*rad 5.4058*cm 16.6121*cm 22.1495*cm 0*rad  | 
U_strip_19_5_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -145.957679*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 22.1495*cm 27.6869*cm 0*rad 5.4058*cm 22.1495*cm 27.6869*cm 0*rad  | 
U_strip_19_6_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -135.145999*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 27.6869*cm 33.2243*cm 0*rad 5.4058*cm 27.6869*cm 33.2243*cm 0*rad  | 
U_strip_19_7_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -124.334319*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 33.2243*cm 38.7617*cm 0*rad 5.4058*cm 33.2243*cm 38.7617*cm 0*rad  | 
U_strip_19_8_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -113.522639*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 38.7617*cm 44.299*cm 0*rad 5.4058*cm 38.7617*cm 44.299*cm 0*rad  | 
U_strip_19_9_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -102.710959*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 44.299*cm 49.8364*cm 0*rad 5.4058*cm 44.299*cm 49.8364*cm 0*rad  | 
U_strip_19_10_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -91.899279*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 49.8364*cm 55.3738*cm 0*rad 5.4058*cm 49.8364*cm 55.3738*cm 0*rad  | 
U_strip_19_11_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -81.087599*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 55.3738*cm 60.9112*cm 0*rad 5.4058*cm 55.3738*cm 60.9112*cm 0*rad  | 
U_strip_19_12_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -70.275919*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 60.9112*cm 66.4486*cm 0*rad 5.4058*cm 60.9112*cm 66.4486*cm 0*rad  | 
U_strip_19_13_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -59.464239*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 66.4486*cm 71.9859*cm 0*rad 5.4058*cm 66.4486*cm 71.9859*cm 0*rad  | 
U_strip_19_14_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -48.652559*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 71.9859*cm 77.5233*cm 0*rad 5.4058*cm 71.9859*cm 77.5233*cm 0*rad  | 
U_strip_19_15_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -37.840879*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 77.5233*cm 83.0607*cm 0*rad 5.4058*cm 77.5233*cm 83.0607*cm 0*rad  | 
U_strip_19_16_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -27.029199*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 83.0607*cm 88.5981*cm 0*rad 5.4058*cm 83.0607*cm 88.5981*cm 0*rad  | 
U_strip_19_17_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -16.217519*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 88.5981*cm 94.1354*cm 0*rad 5.4058*cm 88.5981*cm 94.1354*cm 0*rad  | 
U_strip_19_18_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm -5.405839*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 94.1354*cm 99.6728*cm 0*rad 5.4058*cm 94.1354*cm 99.6728*cm 0*rad  | 
U_strip_19_19_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 5.4058*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 99.6728*cm 105.2102*cm 0*rad 5.4058*cm 99.6728*cm 105.2102*cm 0*rad  | 
U_strip_19_20_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 16.2175*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 105.2102*cm 110.7476*cm 0*rad 5.4058*cm 105.2102*cm 110.7476*cm 0*rad  | 
U_strip_19_21_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 27.0292*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 110.7476*cm 116.285*cm 0*rad 5.4058*cm 110.7476*cm 116.285*cm 0*rad  | 
U_strip_19_22_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 37.8409*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 116.285*cm 121.8223*cm 0*rad 5.4058*cm 116.285*cm 121.8223*cm 0*rad  | 
U_strip_19_23_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 48.6526*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 121.8223*cm 127.3597*cm 0*rad 5.4058*cm 121.8223*cm 127.3597*cm 0*rad  | 
U_strip_19_24_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 59.4642*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 127.3597*cm 132.8971*cm 0*rad 5.4058*cm 127.3597*cm 132.8971*cm 0*rad  | 
U_strip_19_25_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 70.2759*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 132.8971*cm 138.4345*cm 0*rad 5.4058*cm 132.8971*cm 138.4345*cm 0*rad  | 
U_strip_19_26_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 81.0876*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 138.4345*cm 143.9719*cm 0*rad 5.4058*cm 138.4345*cm 143.9719*cm 0*rad  | 
U_strip_19_27_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 91.8993*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 143.9719*cm 149.5092*cm 0*rad 5.4058*cm 143.9719*cm 149.5092*cm 0*rad  | 
U_strip_19_28_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 102.711*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 149.5092*cm 155.0466*cm 0*rad 5.4058*cm 149.5092*cm 155.0466*cm 0*rad  | 
U_strip_19_29_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 113.5226*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 155.0466*cm 160.584*cm 0*rad 5.4058*cm 155.0466*cm 160.584*cm 0*rad  | 
U_strip_19_30_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 124.3343*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 160.584*cm 166.1214*cm 0*rad 5.4058*cm 160.584*cm 166.1214*cm 0*rad  | 
U_strip_19_31_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 135.146*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 166.1214*cm 171.6588*cm 0*rad 5.4058*cm 166.1214*cm 171.6588*cm 0*rad  | 
U_strip_19_32_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 145.9577*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 171.6588*cm 177.1961*cm 0*rad 5.4058*cm 171.6588*cm 177.1961*cm 0*rad  | 
U_strip_19_33_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 156.7694*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 177.1961*cm 182.7335*cm 0*rad 5.4058*cm 177.1961*cm 182.7335*cm 0*rad  | 
U_strip_19_34_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 167.581*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 182.7335*cm 188.2709*cm 0*rad 5.4058*cm 182.7335*cm 188.2709*cm 0*rad  | 
U_strip_19_35_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 178.3927*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 188.2709*cm 193.8083*cm 0*rad 5.4058*cm 188.2709*cm 193.8083*cm 0*rad  | 
U_strip_19_36_s3_stack_2 | U-scintillator_19_s3_view_1_stack_2 | 0*cm 189.2044*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.4058*cm 193.8083*cm 199.3457*cm 0*rad 5.4058*cm 193.8083*cm 199.3457*cm 0*rad  | 
lead_20_s3_view_2_stack_2 |    ec_s3 | 0*cm 0.1626*cm 2.0797*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 194.9863*cm 0.000001*cm 199.7309*cm 0*rad 194.9863*cm 0.000001*cm 199.7309*cm 0*rad  | 
V-scintillator_20_s3_view_2_stack_2 |    ec_s3 | -49.9327268*cm 97.6558*cm 2.6989*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 177.7712*cm 219.0726*cm 0.000001*cm -0.1036253*rad 177.7712*cm 219.0726*cm 0.000001*cm -0.1036253*rad  | 
V_strip_20_1_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -17.9742674*cm 172.8331*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 6.0853*cm 0.0000006*cm -0.1036253*rad 4.9381*cm 6.0853*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_20_2_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -16.9471664*cm 162.957*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 12.1707*cm 6.0853*cm -0.1036253*rad 4.9381*cm 12.1707*cm 6.0853*cm -0.1036253*rad  | 
V_strip_20_3_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -15.9200654*cm 153.0808*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 18.256*cm 12.1707*cm -0.1036253*rad 4.9381*cm 18.256*cm 12.1707*cm -0.1036253*rad  | 
V_strip_20_4_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -14.8929644*cm 143.2046*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 24.3414*cm 18.256*cm -0.1036253*rad 4.9381*cm 24.3414*cm 18.256*cm -0.1036253*rad  | 
V_strip_20_5_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -13.8658634*cm 133.3284*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 30.4267*cm 24.3414*cm -0.1036253*rad 4.9381*cm 30.4267*cm 24.3414*cm -0.1036253*rad  | 
V_strip_20_6_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -12.8387624*cm 123.4522*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 36.5121*cm 30.4267*cm -0.1036253*rad 4.9381*cm 36.5121*cm 30.4267*cm -0.1036253*rad  | 
V_strip_20_7_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -11.8116614*cm 113.5761*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 42.5974*cm 36.5121*cm -0.1036253*rad 4.9381*cm 42.5974*cm 36.5121*cm -0.1036253*rad  | 
V_strip_20_8_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -10.7845604*cm 103.6999*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 48.6828*cm 42.5974*cm -0.1036253*rad 4.9381*cm 48.6828*cm 42.5974*cm -0.1036253*rad  | 
V_strip_20_9_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -9.7574594*cm 93.8237*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 54.7681*cm 48.6828*cm -0.1036253*rad 4.9381*cm 54.7681*cm 48.6828*cm -0.1036253*rad  | 
V_strip_20_10_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -8.7303584*cm 83.9475*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 60.8535*cm 54.7681*cm -0.1036253*rad 4.9381*cm 60.8535*cm 54.7681*cm -0.1036253*rad  | 
V_strip_20_11_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -7.7032574*cm 74.0713*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 66.9388*cm 60.8535*cm -0.1036253*rad 4.9381*cm 66.9388*cm 60.8535*cm -0.1036253*rad  | 
V_strip_20_12_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -6.6761564*cm 64.1952*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 73.0242*cm 66.9388*cm -0.1036253*rad 4.9381*cm 73.0242*cm 66.9388*cm -0.1036253*rad  | 
V_strip_20_13_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -5.6490554*cm 54.319*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 79.1095*cm 73.0242*cm -0.1036253*rad 4.9381*cm 79.1095*cm 73.0242*cm -0.1036253*rad  | 
V_strip_20_14_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -4.6219544*cm 44.4428*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 85.1949*cm 79.1095*cm -0.1036253*rad 4.9381*cm 85.1949*cm 79.1095*cm -0.1036253*rad  | 
V_strip_20_15_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -3.5948534*cm 34.5666*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 91.2802*cm 85.1949*cm -0.1036253*rad 4.9381*cm 91.2802*cm 85.1949*cm -0.1036253*rad  | 
V_strip_20_16_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -2.5677524*cm 24.6904*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 97.3656*cm 91.2802*cm -0.1036253*rad 4.9381*cm 97.3656*cm 91.2802*cm -0.1036253*rad  | 
V_strip_20_17_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -1.5406514*cm 14.8143*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 103.4509*cm 97.3656*cm -0.1036253*rad 4.9381*cm 103.4509*cm 97.3656*cm -0.1036253*rad  | 
V_strip_20_18_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | -0.5135504*cm 4.9381*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 109.5363*cm 103.4509*cm -0.1036253*rad 4.9381*cm 109.5363*cm 103.4509*cm -0.1036253*rad  | 
V_strip_20_19_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 0.5136*cm -4.938091*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 115.6216*cm 109.5363*cm -0.1036253*rad 4.9381*cm 115.6216*cm 109.5363*cm -0.1036253*rad  | 
V_strip_20_20_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 1.5407*cm -14.814271*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 121.707*cm 115.6216*cm -0.1036253*rad 4.9381*cm 121.707*cm 115.6216*cm -0.1036253*rad  | 
V_strip_20_21_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 2.5678*cm -24.690451*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 127.7923*cm 121.707*cm -0.1036253*rad 4.9381*cm 127.7923*cm 121.707*cm -0.1036253*rad  | 
V_strip_20_22_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 3.5949*cm -34.566631*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 133.8777*cm 127.7923*cm -0.1036253*rad 4.9381*cm 133.8777*cm 127.7923*cm -0.1036253*rad  | 
V_strip_20_23_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 4.622*cm -44.442811*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 139.963*cm 133.8777*cm -0.1036253*rad 4.9381*cm 139.963*cm 133.8777*cm -0.1036253*rad  | 
V_strip_20_24_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 5.6491*cm -54.318991*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 146.0484*cm 139.963*cm -0.1036253*rad 4.9381*cm 146.0484*cm 139.963*cm -0.1036253*rad  | 
V_strip_20_25_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 6.6762*cm -64.195171*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 152.1337*cm 146.0484*cm -0.1036253*rad 4.9381*cm 152.1337*cm 146.0484*cm -0.1036253*rad  | 
V_strip_20_26_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 7.7033*cm -74.071351*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 158.2191*cm 152.1337*cm -0.1036253*rad 4.9381*cm 158.2191*cm 152.1337*cm -0.1036253*rad  | 
V_strip_20_27_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 8.7304*cm -83.947531*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 164.3044*cm 158.2191*cm -0.1036253*rad 4.9381*cm 164.3044*cm 158.2191*cm -0.1036253*rad  | 
V_strip_20_28_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 9.7575*cm -93.823711*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 170.3898*cm 164.3044*cm -0.1036253*rad 4.9381*cm 170.3898*cm 164.3044*cm -0.1036253*rad  | 
V_strip_20_29_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 10.7846*cm -103.699891*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 176.4751*cm 170.3898*cm -0.1036253*rad 4.9381*cm 176.4751*cm 170.3898*cm -0.1036253*rad  | 
V_strip_20_30_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 11.8117*cm -113.576071*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 182.5605*cm 176.4751*cm -0.1036253*rad 4.9381*cm 182.5605*cm 176.4751*cm -0.1036253*rad  | 
V_strip_20_31_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 12.8388*cm -123.452251*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 188.6458*cm 182.5605*cm -0.1036253*rad 4.9381*cm 188.6458*cm 182.5605*cm -0.1036253*rad  | 
V_strip_20_32_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 13.8659*cm -133.328431*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 194.7312*cm 188.6458*cm -0.1036253*rad 4.9381*cm 194.7312*cm 188.6458*cm -0.1036253*rad  | 
V_strip_20_33_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 14.893*cm -143.204611*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 200.8165*cm 194.7312*cm -0.1036253*rad 4.9381*cm 200.8165*cm 194.7312*cm -0.1036253*rad  | 
V_strip_20_34_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 15.9201*cm -153.080791*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 206.9019*cm 200.8165*cm -0.1036253*rad 4.9381*cm 206.9019*cm 200.8165*cm -0.1036253*rad  | 
V_strip_20_35_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 16.9472*cm -162.956971*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 212.9872*cm 206.9019*cm -0.1036253*rad 4.9381*cm 212.9872*cm 206.9019*cm -0.1036253*rad  | 
V_strip_20_36_s3_stack_2 | V-scintillator_20_s3_view_2_stack_2 | 17.9743*cm -172.833151*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9381*cm 219.0726*cm 212.9872*cm -0.1036253*rad 4.9381*cm 219.0726*cm 212.9872*cm -0.1036253*rad  | 
lead_21_s3_view_3_stack_2 |    ec_s3 | 0*cm 0.1712*cm 3.318*cm | 0 0 0 |   G4Trap | 0.119*cm 0*rad 0*rad 195.4306*cm 0.000001*cm 200.1859*cm 0*rad 195.4306*cm 0.000001*cm 200.1859*cm 0*rad  | 
W-scintillator_21_s3_view_3_stack_2 |    ec_s3 | 50.0465*cm 97.8865*cm 3.9372*cm | 0*deg 0*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 178.1762*cm 219.5716*cm 0.000001*cm -0.1036253*rad 178.1762*cm 219.5716*cm 0.000001*cm -0.1036253*rad  | 
W_strip_21_1_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -18.0152165*cm 173.2269*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 6.0992*cm 0.0000006*cm -0.1036253*rad 4.9493*cm 6.0992*cm 0.0000006*cm -0.1036253*rad  | 
W_strip_21_2_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -16.9857756*cm 163.3282*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 12.1984*cm 6.0992*cm -0.1036253*rad 4.9493*cm 12.1984*cm 6.0992*cm -0.1036253*rad  | 
W_strip_21_3_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -15.9563346*cm 153.4295*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 18.2976*cm 12.1984*cm -0.1036253*rad 4.9493*cm 18.2976*cm 12.1984*cm -0.1036253*rad  | 
W_strip_21_4_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -14.9268937*cm 143.5309*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 24.3968*cm 18.2976*cm -0.1036253*rad 4.9493*cm 24.3968*cm 18.2976*cm -0.1036253*rad  | 
W_strip_21_5_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -13.8974527*cm 133.6322*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 30.4961*cm 24.3968*cm -0.1036253*rad 4.9493*cm 30.4961*cm 24.3968*cm -0.1036253*rad  | 
W_strip_21_6_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -12.8680118*cm 123.7335*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 36.5953*cm 30.4961*cm -0.1036253*rad 4.9493*cm 36.5953*cm 30.4961*cm -0.1036253*rad  | 
W_strip_21_7_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -11.8385708*cm 113.8348*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 42.6945*cm 36.5953*cm -0.1036253*rad 4.9493*cm 42.6945*cm 36.5953*cm -0.1036253*rad  | 
W_strip_21_8_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -10.8091299*cm 103.9361*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 48.7937*cm 42.6945*cm -0.1036253*rad 4.9493*cm 48.7937*cm 42.6945*cm -0.1036253*rad  | 
W_strip_21_9_s3_stack_2 | W-scintillator_21_s3_view_3_stack_2 | -9.7796889*cm 94.0375*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 4.9493*cm 54.8929*cm 48.7937*cm -0.1036253*rad 4.9493*cm 54.8929*cm 48.7937*cm -0.1036253*rad  | 
