            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment08  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 8  |                   85.678*mm 89.653*mm 187.5325*mm  |                      0*deg 0*deg 40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment09  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 9  |                  49.848*mm 113.550*mm 187.5325*mm  |                      0*deg 0*deg 20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment10  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 10  |                   8.005*mm 123.751*mm 187.5325*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment11  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 11  |                 -34.803*mm 119.026*mm 187.5325*mm  |                     0*deg 0*deg -20*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment12  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 12  |                  -73.413*mm 99.944*mm 187.5325*mm  |                     0*deg 0*deg -40*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment13  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 13  |                 -103.169*mm 68.808*mm 187.5325*mm  |                     0*deg 0*deg -60*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment14  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 14  |                 -120.481*mm 29.373*mm 187.5325*mm  |                     0*deg 0*deg -80*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment15  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 15  |                -123.261*mm -13.606*mm 187.5325*mm  |                    0*deg 0*deg -100*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment16  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 16  |                -111.174*mm -54.943*mm 187.5325*mm  |                    0*deg 0*deg -120*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment17  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 17  |                 -85.678*mm -89.653*mm 187.5325*mm  |                    0*deg 0*deg -140*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m2_updown1_layer3_segment18  |            bst_sl_3  |Epoxy W, Layer 3,  Module 2, UpDown 1,  Segment 18  |                -49.848*mm -113.550*mm 187.5325*mm  |                    0*deg 0*deg -160*deg  | e200e1   |                 Box  |                                12.905*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment01  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 1  |                 14.505*mm -123.751*mm -35.7175*mm  |                     0*deg 0*deg 180*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment02  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 2  |                 55.956*mm -111.327*mm -35.7175*mm  |                     0*deg 0*deg 160*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment03  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 3  |                  90.657*mm -85.475*mm -35.7175*mm  |                     0*deg 0*deg 140*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment04  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 4  |                 114.424*mm -49.314*mm -35.7175*mm  |                     0*deg 0*deg 120*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment05  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 5  |                  124.390*mm -7.204*mm -35.7175*mm  |                     0*deg 0*deg 100*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment06  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 6  |                  119.352*mm 35.774*mm -35.7175*mm  |                      0*deg 0*deg 80*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment07  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 7  |                   99.919*mm 74.437*mm -35.7175*mm  |                      0*deg 0*deg 60*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment08  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 8  |                  68.434*mm 104.122*mm -35.7175*mm  |                      0*deg 0*deg 40*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment09  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 9  |                  28.695*mm 121.249*mm -35.7175*mm  |                      0*deg 0*deg 20*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment10  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 10  |                 -14.505*mm 123.751*mm -35.7175*mm  |                       0*deg 0*deg 0*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment11  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 11  |                 -55.956*mm 111.327*mm -35.7175*mm  |                     0*deg 0*deg -20*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
epoxy_W_m0_updown2_layer3_segment12  |            bst_sl_3  |Epoxy W, Layer 3,  Module 0, UpDown 2,  Segment 12  |                  -90.657*mm 85.475*mm -35.7175*mm  |                     0*deg 0*deg -40*deg  | e200e1   |                 Box  |                                 6.405*mm 0.05*mm 55.7125*mm  |             tdr1100  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
